Wed Jun 09 18:53:13 2021

21.06.02-03_007.top image. S04

Comment: Graphite ni

Us modulation: OFF; Frq(Hz): 1333; Amp(mV): 2.00;
Us base(mV): -200; It setpoint(nA): 0.5;
Us Start(mV): -500; End(mV): 498; Step(mV): 5.98;
Us sweep rate(mV/s): 50.0; sweep delay(ms): 10;
Ccomp modulation: OFF; Amp(mV): 0.0; Phase(deg): 0.0
Lock-in input params
      Sensitivity(mV): ; Phase(deg): ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
      HPF - freq(Hz):      0; slope(dB/oct): 0;
Lock-in output params
      Time constant(ms): 0; Gain: ;
      LPF - freq(Hz):      0; slope(dB/oct): 0;
dIt scale coeff(nA/V): 

Number of STS scans: 5
Position(A) relatively to left-bottom corner: (13.9,9.4)

   Usamp    It01F    It02F    It03F    It04F    It05F    It01B    It02B    It03B    It04B    It05B    dI01F    dI02F    dI03F    dI04F    dI05F    dI01B    dI02B    dI03B    dI04B    dI05B   
   337.2     0.914    4.119    0.997    1.600    1.578    1.311    2.499    0.637    1.002    0.860   45.736   45.743   45.738   45.737   45.736   45.737   45.739   45.743   45.745   45.735  
   343.2     1.034    4.473    0.995    1.541    1.615    1.117    2.638    0.621    1.002    0.878   45.734   45.741   45.737   45.733   45.732   45.733   45.736   45.740   45.742   45.732  
   349.2     1.067    4.759    1.094    1.727    1.599    0.921    2.732    0.653    1.011    0.921   45.737   45.744   45.737   45.735   45.735   45.733   45.735   45.740   45.741   45.735  
   355.1     1.007    4.505    1.093    1.883    1.667    0.981    2.877    0.689    1.085    0.933   45.737   45.742   45.739   45.737   45.736   45.737   45.736   45.742   45.740   45.739  
   361.1     1.118    4.876    1.055    1.884    1.611    0.953    2.951    0.696    1.118    1.025   45.735   45.735   45.736   45.734   45.733   45.737   45.733   45.740   45.740   45.735  
   367.1     1.019    4.895    1.078    2.051    1.644    0.990    3.046    0.693    1.266    1.043   45.737   45.738   45.738   45.739   45.738   45.738   45.736   45.736   45.742   45.737  
   373.1     1.134    4.604    1.106    1.937    1.764    1.193    3.346    0.683    1.250    1.115   45.738   45.738   45.737   45.739   45.739   45.739   45.740   45.737   45.742   45.738  
   379.1     1.211    4.452    1.144    1.940    1.808    1.371    3.278    0.759    1.286    1.096   45.738   45.737   45.736   45.737   45.737   45.735   45.738   45.736   45.743   45.737  
   385.0     1.127    4.924    1.172    2.061    1.762    1.500    3.213    0.865    1.327    1.092   45.737   45.737   45.741   45.736   45.738   45.737   45.736   45.735   45.742   45.739  
   391.0     1.075    4.826    1.204    2.287    1.735    1.574    3.147    0.860    1.374    1.157   45.738   45.739   45.740   45.736   45.737   45.737   45.736   45.736   45.740   45.740  
   397.0     0.990    4.925    1.218    2.231    1.743    1.836    3.570    0.859    1.399    1.213   45.739   45.741   45.741   45.737   45.738   45.736   45.738   45.737   45.743   45.739  
   403.0     1.242    5.294    1.225    2.284    1.625    1.981    3.741    0.908    1.616    1.290   45.737   45.738   45.739   45.735   45.736   45.735   45.736   45.736   45.742   45.738  
   409.0     1.351    5.304    1.268    2.306    1.739    1.796    3.920    0.956    1.580    1.373   45.736   45.742   45.742   45.739   45.740   45.734   45.737   45.736   45.745   45.737  
   414.9     1.415    5.383    1.325    2.307    1.736    1.718    4.388    1.006    1.560    1.371   45.736   45.741   45.740   45.738   45.740   45.732   45.738   45.738   45.744   45.738  
   420.9     2.052    5.671    1.276    2.479    1.756    1.637    4.480    1.044    1.603    1.397   45.738   45.740   45.738   45.737   45.738   45.732   45.740   45.738   45.744   45.737  
   426.9     2.242    5.653    1.308    2.585    1.794    1.710    4.732    1.049    1.833    1.460   45.734   45.736   45.736   45.737   45.734   45.735   45.738   45.737   45.742   45.734  
   432.9     2.311    5.586    1.330    2.474    1.888    1.649    4.723    1.074    1.818    1.476   45.738   45.737   45.738   45.746   45.737   45.735   45.741   45.739   45.746   45.735  
   438.9     2.380    6.057    1.374    2.413    1.808    1.694    5.003    1.165    1.757    1.596   45.739   45.737   45.740   45.746   45.738   45.734   45.741   45.740   45.748   45.737  
   444.8     2.091    6.507    1.392    2.448    1.895    1.888    5.035    1.243    1.814    1.636   45.739   45.737   45.738   45.748   45.737   45.737   45.740   45.740   45.746   45.738  
   450.8     2.215    6.379    1.443    2.555    1.984    2.168    4.914    1.258    1.911    1.771   45.740   45.738   45.740   45.748   45.740   45.737   45.742   45.739   45.744   45.738  
   456.8     1.716    6.457    1.478    2.684    2.202    2.252    5.287    1.331    2.042    2.020   45.738   45.739   45.741   45.745   45.740   45.735   45.738   45.740   45.745   45.740  
   462.8     1.931    6.423    1.438    2.578    2.213    2.366    5.476    1.418    2.444    2.034   45.739   45.740   45.741   45.750   45.743   45.737   45.740   45.737   45.745   45.740  
   468.8     1.845    6.487    1.538    2.599    2.335    2.311    5.690    1.442    2.526    2.080   45.738   45.736   45.738   45.745   45.740   45.738   45.737   45.736   45.742   45.736  
   474.7     1.918    6.580    1.656    2.971    2.581    2.445    6.286    1.744    2.369    2.138   45.742   45.740   45.738   45.746   45.741   45.740   45.740   45.734   45.743   45.741  
   480.7     2.393    6.635    1.590    3.072    2.451    2.426    6.442    1.787    2.521    2.194   45.742   45.745   45.740   45.747   45.742   45.739   45.741   45.739   45.745   45.741  
   486.7     2.604    6.451    1.630    3.052    2.344    2.535    6.474    1.649    2.630    2.295   45.742   45.742   45.741   45.746   45.742   45.740   45.740   45.738   45.743   45.741  
   492.7     2.889    6.438    1.780    3.031    2.375    2.776    6.579    1.748    3.060    2.402   45.743   45.743   45.743   45.746   45.741   45.743   45.742   45.739   45.743   45.743  
